ID,Project,Reporter,Assigned To,Priority,Severity,Reproducibility,Product Version,Category,Date Submitted,OS,OS Version,Platform,View Status,Updated,Summary,Status,Resolution,Fixed in Version
31006,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Bug,2021-06-12,,,,public,2021-07-12,"Order Reinitiation : Unable to reinitiate order, success or error message is not displayed. Int Order : 01163132430001, 01163132",closed,fixed,
30726,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Bug,2021-06-07,,,,public,2021-07-12,"""ASC : Auction Tracker export to NCDFI format : 'Ord Exch Date' is displayed as 'NA'. Auction No : 02158144753001832 """,closed,open,
30724,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Observation,2021-06-07,,,,public,2021-07-12,"""ASC : Auction Tracker export to NCDFI format : 'Value' is displayed as '2.0E7' Auction No : 02158144753001832 """,closed,open,
30723,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Bug,2021-06-07,,,,public,2021-07-12,"""Auction and ASC Market : Auction Tracker export to NCDFI format : Incorrect time is displayed in 'Bid Date Time' column of expo",closed,open,
30722,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Bug,2021-06-07,,,,public,2021-07-12,Auction Market : Auction Tracker export to NCDFI format : Bid details of auction no. '02158113424000132' is not displayed in exp,closed,open,
30721,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Observation,2021-06-07,,,,public,2021-07-12,Auction Market : Order Book and Trade Book exports : MMQ and MBQ displayed 0 for Auction Type 'English'. Exch No : 0215811342400,closed,fixed,
30720,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Bug,2021-06-07,,,,public,2021-07-12,ASC : Auction tracker export to NCDFI : Bid Value displayed 'NA'.,closed,open,
30719,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Bug,2021-06-07,,,,public,2021-07-12,ASC : Auction tracker export to NCDFI : Bid details for auction no '01154181705000931' is not displayed in export but it is disp,closed,open,
30351,NCDFI spotlite,vinishak,ashwinik,normal,minor,have not tried,,Observation,2021-05-28,,,,public,2021-07-12,Upload Utility : Download Error File pop - Item per page is '25' but total 36 records are displayed on page.,closed,open,
30350,NCDFI spotlite,vinishak,ashwinik,normal,minor,have not tried,,Bug,2021-05-28,,,,public,2021-07-12,Upload Utility : Format 1 : If we upload file with blank 'delivery end date' then the record is not displayed in upload view or,closed,open,
30349,NCDFI spotlite,vinishak,ashwinik,normal,minor,have not tried,,Bug,2021-05-28,,,,public,2021-07-12,Upload Utility : Format 2 : Download Error File - If we upload file with blank 'delivery end date' then file is not downloaded b,closed,open,
30348,NCDFI spotlite,vinishak,ashwinik,normal,minor,have not tried,,Bug,2021-05-28,,,,public,2021-07-12,Upload Utlity : Format 2 : Download Error File - If we upload file with only one record having unique no. greater than 50 then d,closed,open,
30278,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Bug,2021-05-27,,,,public,2021-07-12,Upload Utlity : Format 2 - Download Error File - Incorrect Data is displayed in downloaded file,closed,fixed,
30277,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Bug,2021-05-27,,,,public,2021-07-12,Upload Utility : Format 2 - Download Error File - 'Price [Base] UNDISCLOSED' displayed blank in downloaded file.,closed,fixed,
30275,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Observation,2021-05-27,,,,public,2021-07-12,"""Upload Utlity : Download Error File - 'Start Time' should be displayed as '27/05/2021 11:00:00 AM'. Currently, start time is di",closed,fixed,
30274,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Observation,2021-05-27,,,,public,2021-07-12,"Upload Utility : Download Error File - Auction Type should be displayed in full form. Currently, it displayed 'Y' for Yankee.",closed,fixed,
30273,NCDFI spotlite,vinishak,tejast,normal,minor,have not tried,,Bug,2021-05-27,,,,public,2021-07-12,Upload Utlity : If we upload file with unique no. greater than 50 then it shows error processing request but the record is not d,closed,fixed,
29964,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Observation,2021-05-21,,,,public,2021-07-12,ASC : Order Book export - Bid Type is displayed as M and A. It should be Manual and Auto.,closed,open,
29963,NCDFI spotlite,vinishak,tejast,low,minor,have not tried,,Observation,2021-05-21,,,,public,2021-07-12,"ASC : If 'Next Bid Start and End Time' is 'NA' then in Auction Floor card and 'Details', Next Bid Start and End Time is displaye",closed,fixed,
29882,NCDFI spotlite,vinishak,nikitat,normal,minor,have not tried,,Observation,2021-05-19,,,,public,2021-07-12,ASC : UOM of qty is displayed after 'price' in message 'CANCEL BID CONFIRMED FO ORD NO: 00139150347001 EXCH ORD NO:0213915034700,closed,open,
19488,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Observation,2020-09-03,,,,public,2021-07-12,Exchange Response is not displayed in Quick Auction Floor but it is displayed in Auction Floor.,closed,fixed,
19442,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Observation,2020-09-02,,,,public,2021-07-12,"Quick Auction Floor : After accepting provisional trade, my allocated qty is displayed blank in quick auction floor but my alloc",closed,fixed,
19425,NCDFI spotlite,vinishak,spotlite,normal,major,have not tried,,Bug,2020-09-02,,,,public,2021-07-12,Quick Auction Floor : Confirmation session - After clicking on 'Confirm' it shows error 'View Provisional Trade Failed. Input st,closed,fixed,
19406,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Bug,2020-09-02,,,,public,2021-07-12,Current Watch : Export Logical Session is not working after applying 'Common Search'.,closed,fixed,
19401,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Bug,2020-09-02,,,,public,2021-07-12,Quick Auction Floor : My allocated qty displayed blank after confirmation start.,closed,fixed,
18780,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Observation,2020-08-14,,,,public,2021-07-12,mock.neml.xyz : Favourite Auction selection screen : It takes time to save favorites after clicking on 'Save as Favorites' butto,closed,fixed,
18741,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Observation,2020-08-13,,,,public,2021-07-12,mock.neml.xyz : Future Auction - after clicking 'save as favorite' it takes time to update hence if clicked multiple times 'succ,closed,fixed,
18740,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Bug,2020-08-13,,,,public,2021-07-12,mock.neml.xyz : Count is not reduced after bid session end until user re-logins.,closed,fixed,
18713,NCDFI spotlite,vinishak,spotlite,normal,major,have not tried,,Observation,2020-08-13,,,,public,2021-07-12,mock.neml.xyz : Common Search and Show Auction filter working slow.,closed,fixed,
18712,NCDFI spotlite,vinishak,spotlite,normal,major,have not tried,,Bug,2020-08-13,,,,public,2021-07-12,mock.neml.xyz : Open order is displayed as selected in Current Auction screen even if we deselect open order from favourite auct,closed,fixed,
18644,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Bug,2020-08-11,,,,public,2021-07-12,mock.neml.xyz : If we save favourites on server 10.8 then auctions are not auto selected in server 10.9 even if we refresh favor,closed,fixed,
18485,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,New Change Request,2020-08-06,,,,public,2021-07-12,mock.neml.xyz - Future Auction : 'Show Auction - Selected/All' not provided.,closed,fixed,
18461,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Observation,2020-08-05,,,,public,2021-07-12,mock.neml.xyz and groundnutmock.neml.xyz - Auction Floor count is not reduced after auction end.,closed,fixed,
18425,NCDFI spotlite,vinishak,spotlite,normal,minor,have not tried,,Observation,2020-08-05,,,,public,2021-07-12,"mock.neml.xyz : Current Auction - After clicking on reset, common search is not cleared, also ShowAuction filter is not reset.",closed,fixed,
17635,NCDFI spotlite,vinishak,spotlite,low,minor,have not tried,,Observation,2020-07-11,,,,public,2021-07-12,Provision Trade report (Admin) - Unique number column not provided.,closed,fixed,
17594,NCDFI spotlite,vinishak,spotlite,low,minor,have not tried,,Observation,2020-07-09,,,,public,2021-07-12,Old Hybrid Auction : Order Book - H1 price displayed 0.,closed,fixed,
32027,NCDFI spotlite,vinishak,,normal,minor,have not tried,,Bug,2021-07-12,,,,public,2021-07-12,ASC Trade Book - View Parameters : Export all data as csv and export all data as excel is not working.,new,open,
32019,NCDFI pfm,vinishak,,normal,minor,have not tried,,Bug,2021-07-12,,,,public,2021-07-12,PFM :Contract Generation - If we click on reset then fields with default value 0 are getting reset i.e. after clicking on save i,new,open,
32018,NCDFI pfm,vinishak,,normal,minor,have not tried,,Bug,2021-07-12,,,,public,2021-07-12,PFM : Contract Generation : Default value for the Quantity Conversion Factor becomes '0' after clicking on reset. Contract Code,new,open,
31910,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-07-09,,,,public,2021-07-09,Staging : Edit Organization : Constitution is getting displayed blanked for migrated member. Org - 10030,assigned,open,
31838,NCDFI spotlite,asham,swapnilm,normal,minor,always,,Bug,2021-07-08,,,,public,2021-07-08,Auction market--In automatic bid history mail bid status is coming PARTIALLY FILL but if bid history send manually then bid stat,assigned,open,
29512,NCDFI spotlite,Upasanak,nikitat,normal,minor,have not tried,,Bug,2021-05-08,,,,public,2021-07-08,Auction Market : order entry : commodities are not getting displayed market wise.,closed,open,
29496,NCDFI spotlite,Upasanak,nikitat,normal,minor,have not tried,,Bug,2021-05-08,,,,public,2021-07-08,Auction Market : orderbook - column name is getting displayed as pricing date instead of delivery end date.,closed,open,
30586,NCDFI spotlite,Upasanak,nikitat,normal,major,have not tried,,Bug,2021-06-03,,,,public,2021-07-08,Staging : Ascending : auction is over subscribed but next round is not started. Int ord id :01153113942001,closed,open,
31787,NCDFI spotlite,Upasanak,swapnilm,normal,minor,have not tried,,Bug,2021-07-08,,,,public,2021-07-08,"Staging : While modifying migrated order, error is getting displayed as 'Contract not found'. Int ord id: 011871822110090",assigned,open,
31786,NCDFI pfm,Upasanak,prajaktak,normal,minor,have not tried,,Bug,2021-07-08,,,,public,2021-07-08,"Staging : Edit Commodity Master : for 1st time page visit, 4th parameter is getting displayed as 'Payment Mode'. If revisit the",assigned,open,
31318,NCDFI pfm,user19,,high,major,always,,Bug,2021-06-21,,,,public,2021-07-07,Pfm:- View commodity:- If we upload image to commodity and update that record then on update both sucess and errror mesage is di,deployed_in_uat,open,
31685,NCDFI spotlite,manishaj,ashwinik,normal,minor,have not tried,,Bug,2021-07-05,,,,public,2021-07-05,"Upload utility : Format 1, If date of auction is not in proper format, then record is not displayed in view upload and in error",assigned,open,
31684,NCDFI spotlite,manishaj,ashwinik,normal,minor,have not tried,,Bug,2021-07-05,,,,public,2021-07-05,Upload utility : If date of auction is entered which is less than current date then in error file DATA_MISSING Date of auction i,assigned,open,
31601,NCDFI,neelams,namratag,normal,feature,N/A,,New Change Request,2021-07-02,,,,public,2021-07-02,"To remove UOM, Extensions , Quotation from Auction File Upload both the formats of NCDFI.",assigned,open,
31565,NCDFI spotlite,manishaj,ashwinik,normal,major,have not tried,,Bug,2021-06-29,,,,public,2021-06-29,"Upload utility : If date of auction is not in proper format (i.e not in """") or blank then, error file is not getting downloaded",assigned,open,
31564,NCDFI spotlite,manishaj,ashwinik,normal,minor,have not tried,,Bug,2021-06-29,,,,public,2021-06-29,"Upload utility : while uploading format 1, if delivery end date in not entered, then in remark TRANSACTION FAILED DUE TO INPROPE",assigned,open,
31421,NCDFI spotlite,Upasanak,tejast,normal,minor,have not tried,,Observation,2021-06-24,,,,public,2021-06-29,"Staging : Obervation : In auction floor, allcated qty is getting displayed though bidder didn't accept qty in confirmation.",deployed_in_uat,fixed,
31355,NCDFI spotlite,hemantn,tejast,normal,minor,always,,Observation,2021-06-23,,,,public,2021-06-29,Observation :- In the knock off notification at the end '79' number is getting displayed after the dealer id. EXCH ORD NO : 0217,deployed_in_uat,fixed,
31354,NCDFI spotlite,hemantn,tejast,normal,minor,always,,Observation,2021-06-23,,,,public,2021-06-29,Observation :- Quick auction floor/ Quick auction floor all :- Qty should be 2 decimal.,deployed_in_uat,fixed,
31356,NCDFI spotlite,hemantn,nikitat,normal,major,always,,Bug,2021-06-23,,,,public,2021-06-29,In the current auction if we select is upload 'T' Tac & go to 'Quick auction floor all' screen then is upload 'T' Tac is auto s,assigned,open,
31352,NCDFI spotlite,hemantn,nikitat,normal,major,always,,Bug,2021-06-23,,,,public,2021-06-29,"""Auction market :- In order book price is getting displayed as 'NA' for initiator as well as bidder. Unique id :- TAC205795-000",assigned,open,
31351,NCDFI spotlite,hemantn,nikitat,normal,minor,sometimes,,Observation,2021-06-23,,,,public,2021-06-29,Observation :- In order entry if start time is less than 7 minutes then an error message is getting displayed. So we update star,assigned,open,
31301,NCDFI spotlite,Upasanak,nikitat,normal,minor,have not tried,,Bug,2021-06-21,,,,public,2021-06-29,"Staging : After login into spotlite, landing page is displayed as 'Public Trade Report' but in menu, name is still getting displ",assigned,open,
31317,NCDFI spotlite,user19,nikitat,high,major,always,,Bug,2021-06-21,,,,public,2021-06-29,"Direct Match:- Seller initiate - While placing bid on offer it displays error message ""Please select Expiry"".",assigned,open,
31316,NCDFI spotlite,user19,nikitat,high,major,always,,Bug,2021-06-21,,,,public,2021-06-29,Direct Match:- In order book export under client id column 'NA' is getting displayed. .Internal order No:-01140124536045,assigned,open,
31315,NCDFI spotlite,user19,nikitat,high,major,always,,Bug,2021-06-21,,,,public,2021-06-29,Direct MAtch:- While doing Save Template by MO user oWhen weclick on save button no error or sucess message is getting displayed,assigned,open,
31544,NCDFI spotlite,manishaj,ashwinik,normal,minor,have not tried,,Observation,2021-06-29,,,,public,2021-06-29,"Upload utility: In URL dropdown 'NCDFI' is not pre-populated, member has to select it from dropdown.",assigned,open,
31543,NCDFI spotlite,manishaj,ashwinik,normal,major,have not tried,,Bug,2021-06-29,,,,public,2021-06-29,"Upload utility : After uploading format1, error processing request is getting displayed also error file is not getting downloade",assigned,open,
31524,NCDFI pfm,manishaj,ashwinir,normal,minor,have not tried,,Bug,2021-06-28,,,,public,2021-06-28,Contract token parameter : Unable to add value of price pattern as after selecting value and click on add record button success,assigned,open,
31286,NCDFI,ravinar,nikitat,normal,minor,always,,Bug,2021-06-21,,,,public,2021-06-28,Group Auction- Trade Book-Export child trade- In export total 5 trades are displayed but margin for each trade displayed wrong.,deployed_in_uat,open,
31475,NCDFI spotlite,shwetam,dineshp,normal,major,always,,Bug,2021-06-26,,,,public,2021-06-26,priority matching: bid is getting rejected with message of 'not a better bid' if bid price is same as previous bid price. bid w,assigned,open,
31408,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-06-24,,,,public,2021-06-24,Staging : Contract Token Parameter : parameter name is getting displayed twice as 'SPECIFICATION|SPECIFICATION'. Contract : MCK,assigned,open,
31407,NCDFI pfm,Upasanak,ashwinir,normal,minor,have not tried,,Bug,2021-06-24,,,,public,2021-06-24,Staging : unable to place order as values for parameter 'SPECIFICATION' are not getting displayed and label is also displayed as,assigned,open,
31287,NCDFI,ravinar,nikitat,normal,minor,always,,Bug,2021-06-21,,,,public,2021-06-23,"""Group Auction- Trade book-Export chlid trade data- In export delivery end date displayed wrong as 2021-06-19 00:00:00.0 """,deployed_in_uat,open,
31290,NCDFI spotlite,Upasanak,akanksham,normal,minor,have not tried,,Bug,2021-06-21,,,,public,2021-06-23,"Staging - For MO login, unable to select past date for oldest date of produced parameter. while creating offer/enquiry.",closed,fixed,
31291,NCDFI spotlite,Upasanak,akanksham,normal,minor,have not tried,,Bug,2021-06-21,,,,public,2021-06-23,"Staging : Upload utility : after selecting TM, dealer id is not getting displayed.",closed,fixed,
31293,NCDFI spotlite,Upasanak,namratag,normal,minor,have not tried,,Bug,2021-06-21,,,,public,2021-06-23,Staging : Delivery initiation date is not getting displayed if enquiry placed from member login. enquiry no : 17062104273418 Con,assigned,open,
30585,NCDFI spotlite,Upasanak,nikitat,normal,minor,have not tried,,Bug,2021-06-03,,,,public,2021-06-23,Staging : Ascending : auction is open but not getting displayed on market watch. It is displayed at bidding start time. Int ord,closed,open,
29497,NCDFI spotlite,Upasanak,tejast,normal,minor,have not tried,,Bug,2021-05-08,,,,public,2021-06-23,Asc : bidder lot size records against commodity code are 8 but in auction floor only 6 records are getting displayed.,closed,fixed,
31376,NCDFI pfm,manishaj,ashwinir,normal,minor,have not tried,,Bug,2021-06-23,,,,public,2021-06-23,Contract token parameter : Parameter 4 name is getting displayed blank in contract parameter details. mkt : RCDF contract : MAIZ,assigned,open,
31372,NCDFI spotlite,manishaj,ashwinik,normal,major,have not tried,,Bug,2021-06-23,,,,public,2021-06-23,"Upload utility : After upload format 1, it shows excel upload successfully, but record is not displayed in view upload, also in",assigned,open,
31371,NCDFI spotlite,manishaj,ashwinik,normal,minor,have not tried,,Observation,2021-06-23,,,,public,2021-06-23,"Upload utility : In download excel file, scroll button is not working properly.",assigned,open,
31337,NCDFI,neelams,nikitat,normal,feature,N/A,,New Change Request,2021-06-22,,,,public,2021-06-22,To include Auction type and Auction Start time and End Time in Future auction export to excel for all auction types.,deployed_in_uat,open,
31335,NCDFI,neelams,nikitat,normal,feature,N/A,,New Change Request,2021-06-22,,,,public,2021-06-22,Exchange date to be included in other Auction type tradebook too.,deployed_in_uat,open,
31336,NCDFI,neelams,swapnilm,normal,feature,N/A,,New Change Request,2021-06-22,,,,public,2021-06-22,To change Proportionate to Prorata in Payment mode,assigned,open,
31285,NCDFI,neelams,tejast,normal,feature,N/A,,New Change Request,2021-06-21,,,,public,2021-06-22,In the general Ascending Auction tradebook Auction type and Exchange Date to be included.,deployed_in_uat,open,
31283,NCDFI,neelams,tejast,normal,feature,N/A,,New Change Request,2021-06-21,,,,public,2021-06-22,Need Unique Number in the general format of tradebook with all the parameters.,deployed_in_uat,open,
31321,NCDFI spotlite,manishaj,ashwinik,normal,major,have not tried,,Observation,2021-06-21,,,,public,2021-06-21,"Upload utility : If date of auction is less than current date, then in error file, remark should be displayed as, Date of auctio",assigned,open,
31320,NCDFI spotlite,manishaj,ashwinik,normal,minor,have not tried,,Bug,2021-06-21,,,,public,2021-06-21,"Upload utility : If contract is not valid, then in error file remark is displayed as NA, it should be displayed invalid contract",assigned,open,
31319,NCDFI spotlite,manishaj,ashwinik,normal,major,have not tried,,Bug,2021-06-21,,,,public,2021-06-21,"Upload utility : Unable to upload format 1, as it shows invalid contract. market: NCEO- TELPLMKRAS, KMF- MAZEKMF",assigned,open,
31314,NCDFI pfm,user19,,high,major,always,,Bug,2021-06-21,,,,public,2021-06-21,"Direct Match:-First member had subscribthe topic then unsubscribe the topic, even though topic is not subscribe from user setti",new,open,
31313,NCDFI hostend,user19,,high,major,always,,Bug,2021-06-21,,,,public,2021-06-21,"Direct Match:- Buyer initiate:- AFter creating new enquiry , Enquiry status is displayed as Open Pending. Internal order No:-011",new,open,
30291,NCDFI spotlite,Upasanak,nikitat,normal,minor,have not tried,,Observation,2021-05-27,,,,public,2021-06-21,Asc Orderbook : sorting is not proper in export.,closed,open,
31309,NCDFI pfm,user19,,high,major,always,,Bug,2021-06-21,,,,public,2021-06-21,Pfm-View contract:- While creating contract process type was entered 2 but after submitting details if we perform view contract,new,open,
30985,NCDFI,neelams,nikitat,normal,feature,N/A,,New Change Request,2021-06-12,,,,public,2021-06-21,Export to excel feature of child trade of group auctions as in the old system.,deployed_in_uat,open,
31284,NCDFI,neelams,namratag,normal,feature,N/A,,New Change Request,2021-06-21,,,,public,2021-06-21,To allow dash (-) in discrete field.,assigned,open,
29929,NCDFI spotlite,poonamc,ashwinik,normal,minor,always,,Bug,2021-05-20,,,,public,2021-06-21,"Upload utility- If unique number is greater than 50 chars then record is not displayed in view upload screen, it should display",deployed_in_uat,open,
28209,NCDFI spotlite,vaishnaviak,ashwinik,low,major,always,,Bug,2021-04-08,,,,public,2021-06-21,Bilateral NCDFI when bid place offer is visible in market watch untill page refreshed,deployed_in_uat,open,
28208,NCDFI spotlite,vaishnaviak,ashwinik,high,major,always,,Bug,2021-04-08,,,,public,2021-06-21,"Bilateral NCDFI : Offer is not getting expire , only cancel order request notification is getting",deployed_in_uat,open,
28207,NCDFI spotlite,vaishnaviak,ashwinik,high,major,always,,Bug,2021-04-08,,,,public,2021-06-21,bilateral NCDFI : Market code filter is not working in trade details screen,deployed_in_uat,open,
28158,NCDFI spotlite,vaishnaviak,ashwinik,high,major,always,,Bug,2021-04-07,,,,public,2021-06-21,bilateral ncdfi : in order book status filter dropdown is not showing,deployed_in_uat,open,
28153,NCDFI spotlite,vaishnaviak,ashwinik,high,major,always,,Bug,2021-04-07,,,,public,2021-06-21,bilateral NCDFI : contract parameters should be compulsory,deployed_in_uat,open,
28152,NCDFI spotlite,vaishnaviak,ashwinik,high,major,always,,Bug,2021-04-07,,,,public,2021-06-21,bilateral NCDFI : contract parameters values define in contract token parameter are not showing dropdown,deployed_in_uat,open,
28151,NCDFI spotlite,vaishnaviak,ashwinik,high,major,always,,Bug,2021-04-07,,,,public,2021-06-21,bilateral market NCDFI : offer status is OPNPND,deployed_in_uat,open,
29852,NCDFI spotlite,ravinar,nikitat,normal,minor,always,,Bug,2021-05-18,,,,public,2021-06-21,"""Group Auction- Margin Block Release Report - If user visit screen first time then user not able to scroll screen from left to r",deployed_in_uat,open,
29851,NCDFI spotlite,ravinar,nikitat,normal,minor,always,,Bug,2021-05-18,,,,public,2021-06-21,"Group Auction- Order Book export- Column names are not displayed after 'Export All data to excel' is done. ( U30030 , U30031 ,",deployed_in_uat,open,
29849,NCDFI spotlite,ravinar,nikitat,high,major,always,,Bug,2021-05-18,,,,public,2021-06-21,Group auction- Auto bid history is not received after trade generation. ( UNIQUE NO- ASHISH-000000000018),deployed_in_uat,open,
29840,NCDFI spotlite,ravinar,nikitat,high,major,always,,Bug,2021-05-18,,,,public,2021-06-21,Auction Market - Auto bid history status displayed as 'PFILL' instead of 'FILL'. Auction ord no- 011331618040033,deployed_in_uat,open,
29838,NCDFI spotlite,ravinar,nikitat,high,major,always,,Bug,2021-05-18,,,,public,2021-06-21,"Unique no is not present in auto bid history , generate bid history and consolidated bid history mail.",deployed_in_uat,open,
29760,NCDFI spotlite,manishaj,nikitat,normal,minor,always,,Bug,2021-05-17,,,,public,2021-06-21,Auction market_H1 matching: confirmation time is started but confirmation notification is not received,deployed_in_uat,open,
29759,NCDFI spotlite,manishaj,nikitat,normal,minor,always,,Observation,2021-05-17,,,,public,2021-06-21,Auction market_trade book : TAC ID column should not be hidden in trade book,deployed_in_uat,open,
29710,NCDFI spotlite,hemantn,nikitat,normal,minor,always,,Observation,2021-05-13,,,,public,2021-06-21,Group auction :- Order book :- In view entry screen Delivery mode field (FOR - Delivery Mode) is getting displayed. ExchOrdNo :-,deployed_in_uat,open,
29709,NCDFI spotlite,hemantn,nikitat,normal,minor,always,,Observation,2021-05-13,,,,public,2021-06-21,Group auction :- Order book :- In view entry screen payment mode is not getting displayed. ExchOrdNo :-01133163705023,deployed_in_uat,open,
29662,NCDFI spotlite,hemantn,nikitat,normal,minor,always,,Observation,2021-05-12,,,,public,2021-06-21,Auction market :- If we click on MMQ & MBQ fields then 0 should be removed.,deployed_in_uat,open,
29604,NCDFI spotlite,hemantn,tejast,normal,minor,always,,Observation,2021-05-11,,,,public,2021-06-21,Asc :- Auction tracker :- Bid details :- In the bid session column for 3 records 'BID_SESSION_1' is getting displayed . (Total r,deployed_in_uat,fixed,
29601,NCDFI spotlite,hemantn,tejast,normal,major,always,,Observation,2021-05-11,,,,public,2021-06-21,Asc :- Hide Blacklist screen for members.,deployed_in_uat,fixed,
29566,NCDFI spotlite,manishaj,nikitat,normal,major,always,,Bug,2021-05-10,,,,public,2021-06-21,"Auction market_future watch : In unique no column, wrong unique no is displayed. it should be displayed uploaded unique no. in",deployed_in_uat,open,
29478,NCDFI spotlite,manishaj,nikitat,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-06-21,"Auction market and ASC : warehouse placeholder should be removed from global search field in auction floor, quick auction floor",deployed_in_uat,open,
29477,NCDFI spotlite,manishaj,nikitat,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-06-21,Auction market_order entry : If delivery end date is selected of previous date then error msg is displayed as Pricing Date Canno,deployed_in_uat,open,
29279,NCDFI spotlite,Upasanak,tejast,normal,major,have not tried,,Bug,2021-05-07,,,,public,2021-06-21,Landed Price - Landed price bid rank column is not given in auction winnerlist and auction tracker screen,deployed_in_uat,fixed,
29275,NCDFI spotlite,Upasanak,tejast,normal,minor,have not tried,,Bug,2021-05-07,,,,public,2021-06-21,Contract Base Price Upload : Reset button is not provided.,deployed_in_uat,fixed,
29928,NCDFI spotlite,hemantn,namratag,urgent,major,always,,Bug,2021-05-20,,,,public,2021-06-21,Initiator multiple TACs- Same initiator can be a bidder in other auction then member should not be allowed to bid with both the,deployed_in_uat,fixed,
29907,NCDFI spotlite,hemantn,namratag,normal,minor,always,,Observation,2021-05-20,,,,public,2021-06-21,Buyer initiate :- Request creation :- Order qty & MQQ is in 3 decimal where as in auction market they are 2 decimal.,deployed_in_uat,fixed,
29906,NCDFI spotlite,hemantn,namratag,normal,minor,always,,Observation,2021-05-20,,,,public,2021-06-21,Seller initiate :- Offer creation :- In Parameter name field ' Parameter Value' is getting displayed & in parameter value field,deployed_in_uat,fixed,
29905,NCDFI spotlite,hemantn,namratag,normal,minor,always,,Observation,2021-05-20,,,,public,2021-06-21,Seller initiate :- Offer creation :- Order qty & MBQ is in 3 decimal where as in auction market they are 2 decimal.,deployed_in_uat,fixed,
29884,NCDFI spotlite,user19,namratag,high,major,always,,Bug,2021-05-19,,,,public,2021-06-21,direct match :-Buyer initiate:- Marketwatch Summary screen-If buyer refreesh screen than after refresh dta is not getting disply,deployed_in_uat,fixed,
29883,NCDFI spotlite,user19,namratag,normal,minor,always,,Bug,2021-05-19,,,,public,2021-06-21,Direct Match :-Buyer initiate:- After placing quotes of enqiury data is not getting updated on market watch user neeeds to revis,deployed_in_uat,fixed,
29878,NCDFI spotlite,user19,namratag,normal,major,always,,Observation,2021-05-19,,,,public,2021-06-21,"Direct match:-In Trade book Export in contract type column value are displayed""NA""",deployed_in_uat,fixed,
31300,NCDFI posttrade,Upasanak,surajk,normal,minor,have not tried,,Bug,2021-06-21,,,,public,2021-06-21,"Staging : Direct Match : In settlement,parameters are getting displayed blanked in General Information. obligation : 10033210620",assigned,open,
29811,NCDFI spotlite,user19,namratag,normal,minor,always,,Bug,2021-05-18,,,,public,2021-06-21,Direct Match:- My list screen:- In my bids for buyer label name is not displayed.,deployed_in_uat,open,
29809,NCDFI spotlite,user19,namratag,normal,minor,always,,Bug,2021-05-18,,,,public,2021-06-21,Direct Match:- Trade Book export:-column name is token id instead of offer no and few columns are missing according to old trdae,deployed_in_uat,open,
29808,NCDFI spotlite,user19,namratag,normal,minor,always,,Bug,2021-05-18,,,,public,2021-06-21,Direct Match:- Trade Book :- In trade book screen column name is trade no but in export column name is displayed offer No.,deployed_in_uat,open,
29805,NCDFI spotlite,user19,namratag,normal,minor,always,,Bug,2021-05-18,,,,public,2021-06-21,Direct Match:- Trade list screen:- Label name is offer no on screen but for export of same screen column name is displayed Tok,deployed_in_uat,open,
30518,NCDFI spotlite,poonamc,tejast,normal,major,have not tried,,Bug,2021-06-01,,,,public,2021-06-21,"Ascending auction- For order price 0 system allowed to do show price and load planned orders, order is confirmed and round price",deployed_in_uat,open,
30507,NCDFI spotlite,hemantn,tejast,normal,major,always,,Bug,2021-06-01,,,,public,2021-06-21,Unable to reinitiate uploaded order 'TM Id Not Found For The Order Side' error is getting displayed. IntOrdNo :- 01149193431001,deployed_in_uat,fixed,
30506,NCDFI spotlite,hemantn,tejast,normal,major,sometimes,,Bug,2021-06-01,,,,public,2021-06-21,https://quickncdfimock.neml.in :- Auction market :- In orderbook data is not getting displayed.,deployed_in_uat,fixed,
